;id;name
1154;1589;Нефтегорск (Самарская область)
1155;3285;Октябрьская (Крыловский район,Краснодарский край)
1156;1567;Гай
1157;300;Таиланд
1158;1209;Куйбышев
1159;4561;Чалтырь
1160;5227;Ключи (Камчатский край)
1161;4910;Ключи (Алтайский край)
1162;1341;Чусовой
1163;2845;Кара-Балта
1164;2736;Приволжский
1165;5017;Салым
1166;1232;Березовский (Кемеровская область)
1167;4627;Новоивановское
1168;4196;Дебёсы
1169;4838;Криводановка
1170;4019;Мга
1171;1478;Беслан
1172;1736;Судогда
1173;1043;Вуктыл
1174;2951;Сарыагаш
1175;2796;Ош
1176;1305;Тавда
1177;1198;Петровск-Забайкальский
1178;4557;Тарасовский
1179;6773;Андреевка (Хасанский район)
1180;1959;Фокино (Приморский край)
1181;2680;Приютово
1182;1455;Приморско-Ахтарск
1183;4793;Инской
1184;1638;Мамадыш
1185;1816;Углич
1186;4901;Власиха (Алтайский край)
1187;1372;Лянтор
1188;5171;Ильинка (Икрянинский район)
1189;1732;Покров
1190;3714;Гиагинская
1191;5264;Камень-Рыболов
1192;1564;Абдулино
1193;3683;Чернянка
1194;5094;Могойтуй
1195;2314;Дзержинск (Беларусь)
1196;1858;Эртиль
1197;1772;Буй
1198;1962;Анива
1199;1907;Кирсанов
1200;4790;Грамотеино
1201;2057;Ликино-Дулево
1202;4840;Кыштовка
1203;4048;Глинищево
1204;4053;Куркино
1205;1385;Аша
1206;1593;Похвистнево
1207;5095;Нерчинский Завод
1208;2071;Протвино
1209;40;Казахстан
1210;113;Россия
1211;9;Азербайджан
1212;16;Беларусь
1213;28;Грузия
1214;1575;Пензенская область
1215;48;Кыргызстан
1216;1586;Самарская область
1217;1596;Саратовская область
1218;2114;Республика Крым
1219;1614;Ульяновская область
1220;1103;Смоленская область
1221;1624;Республика Татарстан
1222;1118;Республика Бурятия
1223;97;Узбекистан
1224;1124;Иркутская область
1225;1646;Удмуртская Республика
1226;1652;Чувашская Республика
1227;1146;Красноярский край
1228;1661;Кировская область
1229;1679;Нижегородская область
1230;145;Ленинградская область
1231;1192;Забайкальский край
1232;1704;Рязанская область
1233;1202;Новосибирская область
1234;1217;Алтайский край
1235;1229;Кемеровская область
1236;1754;Ивановская область
1237;1249;Омская область
1238;1255;Томская область
1239;1771;Костромская область
1240;1261;Свердловская область
1241;1783;Тверская область
1242;1806;Ярославская область
1243;1817;Белгородская область
1244;1828;Брянская область
1245;1317;Пермский край
1246;1844;Воронежская область
1247;1859;Калужская область
1248;1890;Липецкая область
1249;1384;Челябинская область
1250;1898;Орловская область
1251;1913;Тульская область
1252;1943;Камчатский край
1253;1948;Приморский край
1254;1438;Краснодарский край
1255;1975;Хабаровский край
1256;1481;Ставропольский край
1257;1500;Чеченская республика
1258;2019;Московская область
1259;1511;Волгоградская область
1260;1008;Архангельская область
1261;1530;Ростовская область
1262;1020;Калининградская область
1263;6388;Шардара
1264;1026;Зеленоградск
1265;2587;Панама
1266;2080;Шатура
1267;5718;Восточный (Свердловская область)
1268;3677;Комсомольское (Чувашская Республика)
1269;2679;Чишмы
1270;3712;Коченево
1271;2731;Красково
1272;6319;Хандыга
1273;2260;Дубровно
1274;217;Усть-Ордынский
1275;233;Сингапур
1276;5872;Михайловка (Уфимский район, Башкортостан)
1277;5364;Троицко-Печорск
1278;1287;Лесной
1279;3859;Дубовое
1280;2325;Несвиж
1281;2842;Балыкчы
1282;1323;Губаха
1283;4908;Зудилово
1284;4399;Гидроторф
1285;2353;Мальта
1286;1329;Кунгур
1287;1845;Бобров
1288;4944;Топчиха
1289;1875;Сосенский
1290;2389;Белогорск (Крым)
1291;1379;Радужный (Ханты-Мансийский АО - Югра)
1292;3444;Удобная
1293;6006;Лесной (Минская область)
1294;1925;Плавск
1295;1430;Кизилюрт
1296;5019;Солнечный (Ханты-Мансийский АО)
1297;6064;Дубки (Саратовская область)
1298;1970;Северо-Курильск
1299;1491;Лермонтов
1300;4566;Алексеевская
1301;242;Эквадор
1302;1001;Другие регионы
1303;2330;Столбцы
1304;1495;Нефтекумск
1305;1316;Щучье
1306;3066;Черлак (Омская область) 	
1307;5286;Угольные Копи
1308;1563;Оренбургская область
1309;2237;Минская область
1310;110;Южная Корея
1311;4245;Адамовка
1312;207;Норвегия
1313;5047;Белиз
1314;1090;Псковская область
1315;5176;Марфино (Астраханская область)
1316;1077;Республика Карелия
1317;3663;Атбасар
1318;6104;Жаркент
1319;4218;Ишлеи
1320;1505;Астраханская область
1321;2320;Логойск
1322;4870;Мама
1323;1968;Оха
1324;1322;Гремячинск
1325;1952;Дальнегорск
1326;5163;Архангельское (Республика Башкортостан)
1327;1035;Правдинск (Калининградская область)
1328;2308;Сморгонь
1329;6298;Фряново
1330;1342;"Тюменская область
"
1331;2275;Буда-Кошелево
1332;1625;Агрыз
1333;3775;Иноземцево
1334;2360;Филиппины
1335;6493;Аса
1336;1742;Великий Устюг
1337;2768;Андижан
1338;2315;Жодино
1339;2342;Костюковичи
1340;1739;Вологодская область
1341;4420;Сатис
1342;1716;Владимирская область
1343;2234;Витебская область
1344;4949;Целинное
1345;1918;Венев
1346;2099;Юбилейный (Московская область)
1347;1544;"Морозовск
"
1348;1078;Беломорск
1349;2685;Федоровский
1350;2767;Ангрен
1351;4108;Верхнетуломский
1352;1422;Республика Адыгея
1353;2105;Словения
1354;1929;Чекалин
1355;1347;Республика Башкортостан
1356;4744;Березовка (Красноярский край)
1357;5043;Звёздный Городок
1358;3934;"Воротынск
"
1359;4825;Чемал
1360;3708;Усть-Нера
1361;2432;Каневская
